warning_uid,warning_id,pair_id,rank,semantic_target_type,type,symbol,oracle_blind_rank,oracle_blind_score,ranker_source,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label_source
f24d684890fa6de99a5bee42d7eaa0c8467ce5f8ca70a1696b2da578ef3cfb8d,W-000009,latest-p016-v6.16-to-v6.17,102,OwnershipRefcountDrift,SignatureDrift,regulator_put,99,-2.65,"binddrift_current,binddrift_oracle_blind,binding_diff,c_signature,no_impact_gate,no_ranking,random,rust_use",BENIGN_DRIFT,"C-side drift and Rust exposure exist for regulator_put, but wrapper evidence is broad/not exact and semantic impact is not established.",UNCLEAR,Broad-family wrapper evidence plus Rust contract evidence triggers UNCLEAR; direct C evidence is not required to be absent.,BENIGN_DRIFT,"Reviewer 1 BENIGN_DRIFT vs Reviewer 2 UNCLEAR falls in the broad-family wrapper/Rust-exposure calibration class; real context exists, but no direct same-contract wrapper oracle or semantic-drift rule is satisfied, so BENIGN_DRIFT per v3 policy.",binddrift_review_m3_stable
28428b414f5639c65a2851dcc94217854c526796cf4cbdaba61bbf2197a9c6ee,W-000004,latest-p013-v6.13-to-v6.14,103,OwnershipRefcountDrift,SignatureDrift,faux_device_destroy,100,-2.75,"binddrift_current,binddrift_oracle_blind,binding_diff,no_ranking,rust_use",BENIGN_DRIFT,"C-side drift and Rust exposure exist for faux_device_destroy, but wrapper evidence is broad/not exact and semantic impact is not established.",UNCLEAR,Broad-family wrapper evidence plus Rust contract evidence triggers UNCLEAR; direct C evidence is not required to be absent.,BENIGN_DRIFT,"Reviewer 1 BENIGN_DRIFT vs Reviewer 2 UNCLEAR falls in the broad-family wrapper/Rust-exposure calibration class; real context exists, but no direct same-contract wrapper oracle or semantic-drift rule is satisfied, so BENIGN_DRIFT per v3 policy.",binddrift_review_m3_stable
c8d6fc56309976a615d6001c50ff0e03df7ee22ec6491a0ba41b20a543e6be3e,W-000006,latest-p016-v6.16-to-v6.17,104,OwnershipRefcountDrift,SignatureDrift,regulator_enable,101,-2.85,"binddrift_current,binding_diff,c_signature,no_ranking,rust_use",BENIGN_DRIFT,"C-side drift and Rust exposure exist for regulator_enable, but wrapper evidence is broad/not exact and semantic impact is not established.",UNCLEAR,Broad-family wrapper evidence plus Rust contract evidence triggers UNCLEAR; direct C evidence is not required to be absent.,BENIGN_DRIFT,"Reviewer 1 BENIGN_DRIFT vs Reviewer 2 UNCLEAR falls in the broad-family wrapper/Rust-exposure calibration class; real context exists, but no direct same-contract wrapper oracle or semantic-drift rule is satisfied, so BENIGN_DRIFT per v3 policy.",binddrift_review_m3_stable
645685a5c968de23773c34ab2cd333aa890e9e4e353eb5a2e3e8a0fc653fdaef,W-000004,latest-p003-v6.3-to-v6.4,105,OwnershipRefcountDrift,SignatureDrift,put_task_struct,102,-2.85,"binddrift_current,binding_diff,no_ranking,rust_use",BENIGN_DRIFT,"C-side drift and Rust exposure exist for put_task_struct, but wrapper evidence is broad/not exact and semantic impact is not established.",UNCLEAR,Broad-family wrapper evidence plus Rust contract evidence triggers UNCLEAR; direct C evidence is not required to be absent.,BENIGN_DRIFT,"Reviewer 1 BENIGN_DRIFT vs Reviewer 2 UNCLEAR falls in the broad-family wrapper/Rust-exposure calibration class; real context exists, but no direct same-contract wrapper oracle or semantic-drift rule is satisfied, so BENIGN_DRIFT per v3 policy.",binddrift_review_m3_stable
36f02d1dbe57d59735051d5d28622d2b0fc3300572fceab2b35927b74b857fc3,W-000002,latest-p015-v6.15-to-v6.16,106,OwnershipRefcountDrift,SignatureDrift,drm_gem_object_get,107,-6.0,"binding_diff,no_ranking,random,rust_use",BENIGN_DRIFT,"C-side drift and Rust exposure exist for drm_gem_object_get, but wrapper evidence is broad/not exact and semantic impact is not established.",UNCLEAR,Broad-family wrapper evidence plus Rust contract evidence triggers UNCLEAR; direct C evidence is not required to be absent.,BENIGN_DRIFT,"Reviewer 1 BENIGN_DRIFT vs Reviewer 2 UNCLEAR falls in the broad-family wrapper/Rust-exposure calibration class; real context exists, but no direct same-contract wrapper oracle or semantic-drift rule is satisfied, so BENIGN_DRIFT per v3 policy.",binddrift_review_m3_stable
16e2ef63c74788f4e1dc65f3698eb29b5fa97a45385eb73b0ee8d2c70b99882e,W-000003,latest-p015-v6.15-to-v6.16,107,OwnershipRefcountDrift,SignatureDrift,drm_gem_object_put,109,-6.1,"binding_diff,no_ranking,random,rust_use",BENIGN_DRIFT,"C-side drift and Rust exposure exist for drm_gem_object_put, but wrapper evidence is broad/not exact and semantic impact is not established.",UNCLEAR,Broad-family wrapper evidence plus Rust contract evidence triggers UNCLEAR; direct C evidence is not required to be absent.,BENIGN_DRIFT,"Reviewer 1 BENIGN_DRIFT vs Reviewer 2 UNCLEAR falls in the broad-family wrapper/Rust-exposure calibration class; real context exists, but no direct same-contract wrapper oracle or semantic-drift rule is satisfied, so BENIGN_DRIFT per v3 policy.",binddrift_review_m3_stable
08f69ebff8fc107e15e0ce082da443dc3a76210789829907d2ba8dc6ab416c97,W-000006,latest-p020-v7.0-to-HEAD_9207d47f966b,108,OwnershipRefcountDrift,SignatureDrift,gpu_buddy_fini,114,-10.1,"binding_diff,rust_use",BENIGN_DRIFT,"C-side drift and Rust exposure exist for gpu_buddy_fini, but wrapper evidence is broad/not exact and semantic impact is not established.",UNCLEAR,Broad-family wrapper evidence plus Rust contract evidence triggers UNCLEAR; direct C evidence is not required to be absent.,BENIGN_DRIFT,"Reviewer 1 BENIGN_DRIFT vs Reviewer 2 UNCLEAR falls in the broad-family wrapper/Rust-exposure calibration class; real context exists, but no direct same-contract wrapper oracle or semantic-drift rule is satisfied, so BENIGN_DRIFT per v3 policy.",binddrift_review_m3_stable
01f4ac57167b58815c220b6d831f3a28be259a51798dfe9fb16fcc0c081f16f5,F-000105,latest-p014-v6.14-to-v6.15,109,OwnershipRefcountDrift,SignatureDrift,mutex_get_owner,2321,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for mutex_get_owner with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
07bd89d0f51d32b48b17821bd9fef88bd8d36f646699331e649a5e6a066d5dcb,F-000168,latest-p009-v6.9-to-v6.10,110,OwnershipRefcountDrift,SignatureDrift,stack_depot_put,6405,-21.15,,FALSE_POSITIVE,"Only generated/binding evidence is present for stack_depot_put, with no direct C source/behavior evidence or actionable Rust exposure.",FALSE_POSITIVE,No positive calibration or oracle rule matched.,FALSE_POSITIVE,Reviewers agree on FALSE_POSITIVE; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
06aa80f6685859694643ff192f2a0955722272d63864497f86d4cdc421d48a79,F-000016,latest-p011-v6.11-to-v6.12,111,OwnershipRefcountDrift,SignatureDrift,arch_get_unmapped_area,6428,-21.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for arch_get_unmapped_area with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0647110aac65cde9ba1cf94811110e69ae3703d42290bca802ab7d8496d92af0,F-000017,latest-p019-v6.19-to-v7.0,112,OwnershipRefcountDrift,SignatureDrift,__trace_puts,6438,-21.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for __trace_puts with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
02d39bf2d31b5096ec73e5781fc844ac14bbc33758c7c4594619eef1d074c807,F-000219,latest-p019-v6.19-to-v7.0,113,OwnershipRefcountDrift,SignatureDrift,kernfs_find_and_get_ns,6477,-21.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for kernfs_find_and_get_ns with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
01ead1fae3b1aa4ceb2f46d6809039d6f1af1f546ef7e03379316e780f48b062,F-000146,latest-p020-v7.0-to-HEAD_9207d47f966b,114,OwnershipRefcountDrift,SignatureDrift,no_pci_devices,6490,-21.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for no_pci_devices with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
005a36d93176012c22e0c954e0546724ace132ef8fa257f9b354d15ac0cfcdbe,F-000056,latest-p020-v7.0-to-HEAD_9207d47f966b,115,OwnershipRefcountDrift,SignatureDrift,device_add_groups,6516,-21.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for device_add_groups with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
001f0387bde0b53cb2ba61401011b5c5f7ef1c1e56a015a400e41f05727674b9,F-000165,latest-p009-v6.9-to-v6.10,116,OwnershipRefcountDrift,SignatureDrift,stack_depot_get_extra_bits,6522,-21.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for stack_depot_get_extra_bits with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
f4f2abebbe59c3a1d203d982655ce5ec59993ef7be7f8c22bea905bda0662d94,W-000007,latest-p013-v6.13-to-v6.14,117,OwnershipRefcountDrift,SignatureDrift,pci_dev_put,6804,-26.15,"c_signature,no_impact_gate,no_ranking",BENIGN_DRIFT,"C-side drift is supported for pci_dev_put, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
b755597c2c87bf9ee4c7a27c5aea301ab7b88240d4005e5cb97a7e7d17a1e412,W-000001,latest-p007-v6.7-to-v6.8,118,OwnershipRefcountDrift,SignatureDrift,get_device,8453,-26.15,"c_signature,no_ranking,random",BENIGN_DRIFT,"C-side drift is supported for get_device, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
a1f551d2d8ba933d0ed9056fb16039fdf0f3a972f4caad3be49f1256a4dc8995,W-000012,latest-p013-v6.13-to-v6.14,119,OwnershipRefcountDrift,SignatureDrift,platform_device_put,9057,-26.15,no_ranking,TRUE_WRAPPER_FIX,Packet reports a direct same-symbol Rust wrapper/helper/binding fix for platform_device_put.,TRUE_WRAPPER_FIX,Same-symbol wrapper oracle matched before lower-priority rules.,TRUE_WRAPPER_FIX,Direct same-symbol wrapper oracle is present; adjudicated TRUE_WRAPPER_FIX per v3 policy.,binddrift_review_m3_stable
9ea6043660a08b1aa129cc1323febd4556876c662d27cdd28ebb320a55789c38,W-000006,latest-p007-v6.7-to-v6.8,120,OwnershipRefcountDrift,SignatureDrift,put_device,9138,-26.15,no_ranking,TRUE_WRAPPER_FIX,Packet reports a direct same-symbol Rust wrapper/helper/binding fix for put_device.,TRUE_WRAPPER_FIX,Same-symbol wrapper oracle matched before lower-priority rules.,TRUE_WRAPPER_FIX,Direct same-symbol wrapper oracle is present; adjudicated TRUE_WRAPPER_FIX per v3 policy.,binddrift_review_m3_stable
62086f6eec6a7621c7310f3b8cd63a11091746646b6d554beaba1d44e09fcb01,F-000004,latest-p002-v6.2-to-v6.3,121,OwnershipRefcountDrift,SignatureDrift,__vdso_getcpu,10810,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for __vdso_getcpu with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
09e6dbff67765110a93ba007b1a41d15c0f93519e9c84738a7490eccbb3fe680,F-000175,latest-p010-v6.10-to-v6.11,122,OwnershipRefcountDrift,SignatureDrift,blk_rq_unprep_clone,13131,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for blk_rq_unprep_clone with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
08a2facf4955f449cb17713fce817c8dd7406446aae50a4931948058d3975b48,F-000064,latest-p015-v6.15-to-v6.16,123,OwnershipRefcountDrift,SignatureDrift,clk_put,13168,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for clk_put with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
06216e7dc001025db655e7320b1347405378873dd53dd0b4b4665725c257a46f,F-000227,latest-p005-v6.5-to-v6.6,124,OwnershipRefcountDrift,SignatureDrift,module_get_kallsym,13227,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for module_get_kallsym with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
040059650ab7220f4d8d5af05e2d0272699d29cb1ac25da86cc9b1cde5f71e79,F-000102,latest-p018-v6.18-to-v6.19,125,OwnershipRefcountDrift,SignatureDrift,cdev_device_del,13272,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for cdev_device_del with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
03cb7a561d2d8fe887ab9f28bb8d3e254a6ff6fda5cabd2ff3d2b25332980e76,F-000060,latest-p013-v6.13-to-v6.14,126,OwnershipRefcountDrift,SignatureDrift,device_property_read_bool,13278,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for device_property_read_bool with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
036df55153d07d67ec68481b9c0d191152a568df3b8f4703d60feb6122b0b9b1,F-000353,latest-p015-v6.15-to-v6.16,127,OwnershipRefcountDrift,SignatureDrift,drm_prime_get_contiguous_size,13287,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for drm_prime_get_contiguous_size with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
02d2a2ad09964bc1aaba233831a76ffb9133d29f67847d32a0b0951366daebc7,F-000007,latest-p013-v6.13-to-v6.14,128,OwnershipRefcountDrift,SignatureDrift,__phy_ethtool_get_link_ext_stats,13303,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for __phy_ethtool_get_link_ext_stats with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
029dec08887be42bfe22170e2c868aecd69bfe19285b2e4c100e11a10c576101,F-000134,latest-p019-v6.19-to-v7.0,129,OwnershipRefcountDrift,SignatureDrift,iommu_device_sysfs_add,13311,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for iommu_device_sysfs_add with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
01f7ae4fa91cd6ac69ff997c1f245d60f9055fb9a842132fa03b412ad067c15e,F-000557,latest-p016-v6.16-to-v6.17,130,OwnershipRefcountDrift,SignatureDrift,filemap_get_entry,13322,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for filemap_get_entry with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
01113573ee6ef8cd915559106c48cf9794edccdf66d2298a00057a08049ac051,F-001476,latest-p007-v6.7-to-v6.8,131,OwnershipRefcountDrift,SignatureDrift,security_socket_getsockname,13347,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for security_socket_getsockname with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
00f5854d58076fabeb61a2e4ffaaf64c8ce02e137c100f098a4f2f640712d9c5,F-001030,latest-p007-v6.7-to-v6.8,132,OwnershipRefcountDrift,SignatureDrift,of_led_get,13350,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for of_led_get with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0087b18dae387340b23f1c98ae442635776d4fbdb480f7251d441743256958bb,F-000055,latest-p013-v6.13-to-v6.14,133,OwnershipRefcountDrift,SignatureDrift,device_get_next_child_node,13364,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for device_get_next_child_node with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
004bc16ebc5cd6ddf3ef1c7c7f96a582d8a29dfb6dee936ec42cb347cc01af73,F-000156,latest-p005-v6.5-to-v6.6,134,OwnershipRefcountDrift,SignatureDrift,kobject_get,13372,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for kobject_get with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
000fc33ace172013915af3182090cc29eb58b0a41428516a855ded336c7a469b,F-002475,latest-p012-v6.12-to-v6.13,135,OwnershipRefcountDrift,SignatureDrift,put_pid_ns,13381,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for put_pid_ns with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0009b0ea2cbe2156f05cf5de6b35b20fce22a8336945f352fc30f7ad51ab215a,F-000011,latest-p005-v6.5-to-v6.6,136,OwnershipRefcountDrift,SignatureDrift,__module_get,13385,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for __module_get with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0aacd7224f7af6ae6249c8862ecff96ac12352517e33d4e33f7fdc6bfdb24cd3,F-000737,latest-p013-v6.13-to-v6.14,137,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_IPV6_NDISC_HOP_LIMIT,16387,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_IPV6_NDISC_HOP_LIMIT with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
098d94bd1dcd19a3bef6a4e70007ecc248be4bef797765bdbc6e5acda52dc9e0,F-000465,latest-p014-v6.14-to-v6.15,138,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_TC_RECLASSIFY_LOOP,16402,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_TC_RECLASSIFY_LOOP with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0930a9c64b140294da125683c12a8deb9ab4f513a4f0880c714604886eab1e84,F-000839,latest-p015-v6.15-to-v6.16,139,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_TCP_INVALID_SEQUENCE,16409,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_TCP_INVALID_SEQUENCE with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0867fb3bd987f7bcf07c3571dfdc6b508907fd8cfe864d76f81db2c4182cf052,F-000449,latest-p014-v6.14-to-v6.15,140,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_TCP_CLOSE,16417,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_TCP_CLOSE with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
07eb73834ec97a3380071bb4cac2bf9742d58859629c2f6d1af1b957aaaae4bf,F-001093,latest-p016-v6.16-to-v6.17,141,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_IP_LOCALNET,16423,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_IP_LOCALNET with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
07af532868b3f14d8d87f73e8bf1ed6779343e278cb85b5a818bf17b60ba5f1b,F-000921,latest-p018-v6.18-to-v6.19,142,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_CAN_RX_INVALID_FRAME,16424,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_CAN_RX_INVALID_FRAME with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
062dd3ec67bbbd224cbf1d81524679a41a02d9c9d710eb9bb6e48f766fe0a1f0,F-000773,latest-p013-v6.13-to-v6.14,143,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_SOCKET_RCVBUFF,16446,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_SOCKET_RCVBUFF with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
060d0d7770e409ef0933744df7df1b1e0c9bbedb7cf2acca25050f3e8da9d856,F-001125,latest-p016-v6.16-to-v6.17,144,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_TCP_MINTTL,16447,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_TCP_MINTTL with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
05fed7e3c4cdc451500c323a5a0eb9399a1847521872ee7c0e0f028a2e388dcd,F-000465,latest-p020-v7.0-to-HEAD_9207d47f966b,145,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_ICMP_CSUM,16449,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_ICMP_CSUM with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
05f6ed746901b089e7aaa4a29f26e878c644196fc48c9a120e8f5b9154fa034f,F-000505,latest-p020-v7.0-to-HEAD_9207d47f966b,146,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_VXLAN_INVALID_HDR,16450,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_VXLAN_INVALID_HDR with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0585481787a0266bd389ffc258998408928af8380aca2323b4aaf24460a46d46,F-000936,latest-p018-v6.18-to-v6.19,147,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_IPV6_BAD_EXTHDR,16456,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_IPV6_BAD_EXTHDR with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
046d5f2ddfe56473e190c41c8dd892d40521c03b0ed89f543704e9100a9ae5f3,F-000494,latest-p020-v7.0-to-HEAD_9207d47f966b,148,OwnershipRefcountDrift,MacroConstDrift,skb_drop_reason_SKB_DROP_REASON_SKB_UCOPY_FAULT,16464,-27.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for skb_drop_reason_SKB_DROP_REASON_SKB_UCOPY_FAULT with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
