sample_id,table,symbol,file,line,extracted_fact,is_correct,corrected_fact,error_type,notes
rust_binding_uses-091,rust_binding_uses,hrtimer,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/rust/kernel/time/hrtimer/pin_mut.rs,88,"{""binding_symbol"": ""hrtimer"", ""enclosing_function"": ""run"", ""enclosing_impl"": ""Pin<&'a mut T>"", ""enclosing_type"": ""Pin<&'a mut T>"", ""enclosing_unsafe_block"": 0, ""line"": 88, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/rust/kernel/time/hrtimer/pin_mut.rs"", ""version_id"": ""v7.0""}",true,,,callback parameter exposes *mut bindings::hrtimer
rust_binding_uses-092,rust_binding_uses,strncpy_from_user,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/rust/kernel/uaccess.rs,576,"{""binding_symbol"": ""strncpy_from_user"", ""enclosing_function"": ""raw_strncpy_from_user"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 576, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/rust/kernel/uaccess.rs"", ""version_id"": ""v6.19""}",true,,,line calls bindings::strncpy_from_user
rust_binding_uses-093,rust_binding_uses,file,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/rust/kernel/fs/file.rs,187,"{""binding_symbol"": ""file"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": ""File"", ""enclosing_unsafe_block"": 0, ""line"": 187, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/rust/kernel/fs/file.rs"", ""version_id"": ""v6.19""}",true,,,struct field exposes Opaque<bindings::file>
rust_binding_uses-094,rust_binding_uses,_printk,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/rust/kernel/print.rs,130,"{""binding_symbol"": ""_printk"", ""enclosing_function"": ""call_printk_cont"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 130, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/rust/kernel/print.rs"", ""version_id"": ""v6.16""}",true,,,line calls bindings::_printk
rust_binding_uses-095,rust_binding_uses,__init_waitqueue_head,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.12/rust/kernel/sync/condvar.rs,111,"{""binding_symbol"": ""__init_waitqueue_head"", ""enclosing_function"": ""CondVar::new"", ""enclosing_impl"": ""CondVar"", ""enclosing_type"": ""CondVar"", ""enclosing_unsafe_block"": 1, ""line"": 111, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.12/rust/kernel/sync/condvar.rs"", ""version_id"": ""v6.12""}",true,,,line calls bindings::__init_waitqueue_head
rust_binding_uses-096,rust_binding_uses,release_mem_region,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/rust/kernel/io/resource.rs,55,"{""binding_symbol"": ""release_mem_region"", ""enclosing_function"": ""drop"", ""enclosing_impl"": ""Region"", ""enclosing_type"": ""Region"", ""enclosing_unsafe_block"": 0, ""line"": 55, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/rust/kernel/io/resource.rs"", ""version_id"": ""v7.0""}",true,,,line selects bindings::release_mem_region
rust_binding_uses-097,rust_binding_uses,blk_mq_queue_data,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/rust/kernel/block/mq/operations.rs,74,"{""binding_symbol"": ""blk_mq_queue_data"", ""enclosing_function"": null, ""enclosing_impl"": ""OperationsVTable<T>"", ""enclosing_type"": ""OperationsVTable<T>"", ""enclosing_unsafe_block"": 0, ""line"": 74, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/rust/kernel/block/mq/operations.rs"", ""version_id"": ""v6.17""}",true,,,callback parameter exposes *const bindings::blk_mq_queue_data
rust_binding_uses-098,rust_binding_uses,O_NOFOLLOW,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/rust/kernel/fs/file.rs,61,"{""binding_symbol"": ""O_NOFOLLOW"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 61, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/rust/kernel/fs/file.rs"", ""version_id"": ""v7.0""}",true,,,const maps to bindings::O_NOFOLLOW
rust_binding_uses-099,rust_binding_uses,cpufreq_policy,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/rust/kernel/cpufreq.rs,1188,"{""binding_symbol"": ""cpufreq_policy"", ""enclosing_function"": ""setpolicy_callback"", ""enclosing_impl"": ""Registration<T>"", ""enclosing_type"": ""Registration<T>"", ""enclosing_unsafe_block"": 0, ""line"": 1188, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/rust/kernel/cpufreq.rs"", ""version_id"": ""HEAD_6d35786de281""}",true,,,callback parameter exposes *mut bindings::cpufreq_policy
rust_binding_uses-100,rust_binding_uses,platform_device,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/rust/kernel/platform.rs,551,"{""binding_symbol"": ""platform_device"", ""enclosing_function"": ""try_from"", ""enclosing_impl"": ""&Device<Ctx>"", ""enclosing_type"": ""&Device<Ctx>"", ""enclosing_unsafe_block"": 1, ""line"": 551, ""rust_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/rust/kernel/platform.rs"", ""version_id"": ""HEAD_6d35786de281""}",true,,,container_of uses bindings::platform_device
c_behavior_indicators-001,c_behavior_indicators,of_regulator_get_optional,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/regulator/consumer.h,699,"{""c_symbol"": ""of_regulator_get_optional"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/regulator/consumer.h"", ""evidence_line"": 699, ""evidence_text"": ""return ERR_PTR(-ENODEV);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""v7.0""}",true,,,ERR_PTR return is inside of_regulator_get_optional
c_behavior_indicators-002,c_behavior_indicators,blk_mq_freeze_queue,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/blk-mq.h,932,"{""c_symbol"": ""blk_mq_freeze_queue"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/blk-mq.h"", ""evidence_line"": 932, ""evidence_text"": ""unsigned int memflags = memalloc_noio_save();"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v6.16""}",false,,REGEX_ARTIFACT,memalloc_noio_save changes allocation context and is not an allocation call
c_behavior_indicators-003,c_behavior_indicators,kunit_kmalloc,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/kunit/test.h,501,"{""c_symbol"": ""kunit_kmalloc"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/kunit/test.h"", ""evidence_line"": 501, ""evidence_text"": ""return kunit_kmalloc_array(test, 1, size, gfp);"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v6.19""}",true,,,kunit_kmalloc delegates to kunit_kmalloc_array
c_behavior_indicators-004,c_behavior_indicators,request_firmware_into_buf,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/firmware.h,174,"{""c_symbol"": ""request_firmware_into_buf"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/firmware.h"", ""evidence_line"": 174, ""evidence_text"": ""return -EINVAL;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",true,,,negative errno return is inside request_firmware_into_buf
c_behavior_indicators-005,c_behavior_indicators,dev_pm_opp_put,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pm_opp.h,388,"{""c_symbol"": ""dev_pm_opp_put"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pm_opp.h"", ""evidence_line"": 388, ""evidence_text"": ""static inline void dev_pm_opp_put(struct dev_pm_opp *opp) {}"", ""indicator_type"": ""REFCOUNT_PUT"", ""version_id"": ""v7.0""}",true,,,dev_pm_opp_put is a put API stub and symbol matches
c_behavior_indicators-006,c_behavior_indicators,clk_notifier_register,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/clk.h,236,"{""c_symbol"": ""clk_notifier_register"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/clk.h"", ""evidence_line"": 236, ""evidence_text"": ""return -ENOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",true,,,negative errno return is inside clk_notifier_register
c_behavior_indicators-007,c_behavior_indicators,pci_get_subsys,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/pci.h,1979,"{""c_symbol"": ""pci_get_subsys"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/pci.h"", ""evidence_line"": 1979, ""evidence_text"": ""{ return NULL; }"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.14""}",true,,,NULL return is inside pci_get_subsys
c_behavior_indicators-008,c_behavior_indicators,vma_numab_state_free,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/mm.h,882,"{""c_symbol"": ""vma_numab_state_free"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/mm.h"", ""evidence_line"": 882, ""evidence_text"": ""kfree(vma->numab_state);"", ""indicator_type"": ""FREE"", ""version_id"": ""HEAD_6d35786de281""}",true,,,kfree call is inside vma_numab_state_free
c_behavior_indicators-009,c_behavior_indicators,devm_clk_get_optional_enabled_with_rate,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/clk.h,1017,"{""c_symbol"": ""devm_clk_get_optional_enabled_with_rate"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/clk.h"", ""evidence_line"": 1017, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.19""}",true,,,NULL return is inside devm_clk_get_optional_enabled_with_rate
c_behavior_indicators-010,c_behavior_indicators,pcibios_err_to_errno,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/pci.h,799,"{""c_symbol"": ""pcibios_err_to_errno"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/pci.h"", ""evidence_line"": 799, ""evidence_text"": ""return -ERANGE;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",true,,,negative errno return is inside pcibios_err_to_errno
c_behavior_indicators-011,c_behavior_indicators,errname,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/errname.h,12,"{""c_symbol"": ""errname"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/errname.h"", ""evidence_line"": 12, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""HEAD_6d35786de281""}",true,,,NULL return is inside errname
c_behavior_indicators-012,c_behavior_indicators,acpi_get_table_pointer,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/acpi.h,232,"{""c_symbol"": ""acpi_get_table_pointer"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/acpi.h"", ""evidence_line"": 232, ""evidence_text"": ""return ERR_PTR(-ENOENT);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""HEAD_6d35786de281""}",true,,,ERR_PTR return is inside acpi_get_table_pointer
c_behavior_indicators-013,c_behavior_indicators,acpi_processor_evaluate_cst,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/acpi.h,301,"{""c_symbol"": ""acpi_processor_evaluate_cst"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/acpi.h"", ""evidence_line"": 301, ""evidence_text"": ""return -ENODEV;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.17""}",true,,,negative errno return is inside acpi_processor_evaluate_cst
c_behavior_indicators-014,c_behavior_indicators,of_get_required_opp_performance_state,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/pm_opp.h,600,"{""c_symbol"": ""of_get_required_opp_performance_state"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/pm_opp.h"", ""evidence_line"": 600, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""HEAD_6d35786de281""}",true,,,negative errno return is inside of_get_required_opp_performance_state
c_behavior_indicators-015,c_behavior_indicators,get_page,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/mm.h,1787,"{""c_symbol"": ""get_page"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/mm.h"", ""evidence_line"": 1787, ""evidence_text"": ""if (WARN_ON_ONCE(folio_test_large_kmalloc(folio)))"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v7.0""}",false,,REGEX_ARTIFACT,large_kmalloc is only checked in a predicate and get_page does not allocate
c_behavior_indicators-016,c_behavior_indicators,dev_pm_opp_find_freq_exact_indexed,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pm_opp.h,326,"{""c_symbol"": ""dev_pm_opp_find_freq_exact_indexed"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pm_opp.h"", ""evidence_line"": 326, ""evidence_text"": ""return ERR_PTR(-EOPNOTSUPP);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""v7.0""}",true,,,ERR_PTR return is inside dev_pm_opp_find_freq_exact_indexed
c_behavior_indicators-017,c_behavior_indicators,acpi_debugger_read_cmd,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/acpi.h,194,"{""c_symbol"": ""acpi_debugger_read_cmd"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/acpi.h"", ""evidence_line"": 194, ""evidence_text"": ""return -ENODEV;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v7.0""}",true,,,negative errno return is inside acpi_debugger_read_cmd
c_behavior_indicators-018,c_behavior_indicators,copy_pid_ns,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/pid_namespace.h,111,"{""c_symbol"": ""copy_pid_ns"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/pid_namespace.h"", ""evidence_line"": 111, ""evidence_text"": ""ns = ERR_PTR(-EINVAL);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""v6.19""}",true,,,ERR_PTR assignment is returned by copy_pid_ns
c_behavior_indicators-019,c_behavior_indicators,phy_start_cable_test,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.12/include/linux/phy.h,1828,"{""c_symbol"": ""phy_start_cable_test"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.12/include/linux/phy.h"", ""evidence_line"": 1828, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.12""}",true,,,negative errno return is inside phy_start_cable_test
c_behavior_indicators-020,c_behavior_indicators,pci_request_regions,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/pci.h,2187,"{""c_symbol"": ""pci_request_regions"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/pci.h"", ""evidence_line"": 2187, ""evidence_text"": ""{ return -EIO; }"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""HEAD_6d35786de281""}",true,,,negative errno return is inside pci_request_regions
c_behavior_indicators-021,c_behavior_indicators,blk_mq_tag_to_rq,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.12/include/linux/blk-mq.h,787,"{""c_symbol"": ""blk_mq_tag_to_rq"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.12/include/linux/blk-mq.h"", ""evidence_line"": 787, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.12""}",true,,,NULL return is inside blk_mq_tag_to_rq
c_behavior_indicators-022,c_behavior_indicators,security_socket_getpeersec_stream,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/security.h,1811,"{""c_symbol"": ""security_socket_getpeersec_stream"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/security.h"", ""evidence_line"": 1811, ""evidence_text"": ""return -ENOPROTOOPT;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v7.0""}",true,,,negative errno return is inside security_socket_getpeersec_stream
c_behavior_indicators-023,c_behavior_indicators,rust_helper_spin_lock,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/rust/helpers/spinlock.c,21,"{""c_symbol"": ""rust_helper_spin_lock"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/rust/helpers/spinlock.c"", ""evidence_line"": 21, ""evidence_text"": ""spin_lock(lock);"", ""indicator_type"": ""ATOMIC_CONTEXT"", ""version_id"": ""v6.14""}",true,,,spin_lock call is inside rust_helper_spin_lock
c_behavior_indicators-024,c_behavior_indicators,devm_pm_opp_of_add_table,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/pm_opp.h,525,"{""c_symbol"": ""devm_pm_opp_of_add_table"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/pm_opp.h"", ""evidence_line"": 525, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",true,,,negative errno return is inside devm_pm_opp_of_add_table
c_behavior_indicators-025,c_behavior_indicators,clk_notifier_register,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/clk.h,236,"{""c_symbol"": ""clk_notifier_register"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/clk.h"", ""evidence_line"": 236, ""evidence_text"": ""return -ENOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.19""}",true,,,negative errno return is inside clk_notifier_register
c_behavior_indicators-026,c_behavior_indicators,devm_pwmchip_alloc,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pwm.h,574,"{""c_symbol"": ""devm_pwmchip_alloc"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pwm.h"", ""evidence_line"": 574, ""evidence_text"": ""return pwmchip_alloc(parent, npwm, sizeof_priv);"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v7.0""}",true,,,devm_pwmchip_alloc delegates to pwmchip_alloc
c_behavior_indicators-027,c_behavior_indicators,xa_alloc_cyclic_bh,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/xarray.h,1020,"{""c_symbol"": ""xa_alloc_cyclic_bh"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/xarray.h"", ""evidence_line"": 1020, ""evidence_text"": ""might_alloc(gfp);"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v6.17""}",true,,,might_alloc is in the xa_alloc_cyclic_bh allocation path
c_behavior_indicators-028,c_behavior_indicators,phy_start_cable_test_tdr,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/phy.h,1868,"{""c_symbol"": ""phy_start_cable_test_tdr"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/phy.h"", ""evidence_line"": 1868, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.15""}",true,,,negative errno return is inside phy_start_cable_test_tdr
c_behavior_indicators-029,c_behavior_indicators,dup_user_cpus_ptr,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.9/include/linux/sched.h,1784,"{""c_symbol"": ""dup_user_cpus_ptr"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.9/include/linux/sched.h"", ""evidence_line"": 1784, ""evidence_text"": ""return -EINVAL;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.9""}",true,,,negative errno return is inside dup_user_cpus_ptr
c_behavior_indicators-030,c_behavior_indicators,clk_bulk_prepare,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/clk.h,337,"{""c_symbol"": ""clk_bulk_prepare"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/clk.h"", ""evidence_line"": 337, ""evidence_text"": ""might_sleep();"", ""indicator_type"": ""MAY_SLEEP"", ""version_id"": ""v6.16""}",true,,,might_sleep call is inside clk_bulk_prepare
c_behavior_indicators-031,c_behavior_indicators,kfree_rcu_scheduler_running,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/slab.h,1252,"{""c_symbol"": ""kfree_rcu_scheduler_running"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/slab.h"", ""evidence_line"": 1252, ""evidence_text"": ""static inline void kfree_rcu_scheduler_running(void) { }"", ""indicator_type"": ""FREE"", ""version_id"": ""v7.0""}",false,,REGEX_ARTIFACT,kfree_rcu_scheduler_running is an empty scheduler hook and not a free operation
c_behavior_indicators-032,c_behavior_indicators,dma_get_sgtable_attrs,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/dma-mapping.h,227,"{""c_symbol"": ""dma_get_sgtable_attrs"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/dma-mapping.h"", ""evidence_line"": 227, ""evidence_text"": ""return -ENXIO;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.17""}",true,,,negative errno return is inside dma_get_sgtable_attrs
c_behavior_indicators-033,c_behavior_indicators,pwm_apply_might_sleep,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/pwm.h,522,"{""c_symbol"": ""pwm_apply_might_sleep"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/pwm.h"", ""evidence_line"": 522, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.19""}",true,,,negative errno return is inside pwm_apply_might_sleep
c_behavior_indicators-034,c_behavior_indicators,devm_clk_get_prepared,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/clk.h,986,"{""c_symbol"": ""devm_clk_get_prepared"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/clk.h"", ""evidence_line"": 986, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.17""}",true,,,NULL return is inside devm_clk_get_prepared
c_behavior_indicators-035,c_behavior_indicators,clk_get,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/clk.h,957,"{""c_symbol"": ""clk_get"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/clk.h"", ""evidence_line"": 957, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.19""}",true,,,NULL return is inside clk_get
c_behavior_indicators-036,c_behavior_indicators,debugfs_create_file,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/debugfs.h,281,"{""c_symbol"": ""debugfs_create_file"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/debugfs.h"", ""evidence_line"": 281, ""evidence_text"": ""return ERR_PTR(-ENODEV);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""HEAD_6d35786de281""}",true,,,ERR_PTR return is inside debugfs_create_file
c_behavior_indicators-037,c_behavior_indicators,cpufreq_boost_set_sw,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/cpufreq.h,1201,"{""c_symbol"": ""cpufreq_boost_set_sw"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/cpufreq.h"", ""evidence_line"": 1201, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.17""}",true,,,negative errno return is inside cpufreq_boost_set_sw
c_behavior_indicators-038,c_behavior_indicators,blk_validate_block_size,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/blkdev.h,290,"{""c_symbol"": ""blk_validate_block_size"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/blkdev.h"", ""evidence_line"": 290, ""evidence_text"": ""return -EINVAL;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.19""}",true,,,negative errno return is inside blk_validate_block_size
c_behavior_indicators-039,c_behavior_indicators,get_cred_rcu,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/cred.h,242,"{""c_symbol"": ""get_cred_rcu"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/cred.h"", ""evidence_line"": 242, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.19""}",true,,,NULL return is inside get_cred_rcu
c_behavior_indicators-040,c_behavior_indicators,devm_clk_put,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.18/include/linux/clk.h,1057,"{""c_symbol"": ""devm_clk_put"", ""confidence"": 0.7, ""evidence_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.18/include/linux/clk.h"", ""evidence_line"": 1057, ""evidence_text"": ""static inline void devm_clk_put(struct device *dev, struct clk *clk) {}"", ""indicator_type"": ""REFCOUNT_PUT"", ""version_id"": ""v6.18""}",true,,,devm_clk_put is a put API stub and symbol matches
