sample_id,extractor_name,version,audit_pair_id,file,line,symbol,extracted_fact,raw_context,control_label,control_category,reviewer1_label,reviewer1_provenance,reviewer2_label,reviewer2_provenance,adjudicated_label,adjudication_provenance,error_category,notes
c_functions-1281,c_functions,v6.1,latest-p001-v6.1-to-v6.2,.binddrift/worktrees/v6.1/include/linux/slab.h,463,kfree_bulk,"{""c_symbol"": ""kfree_bulk"", ""definition_file"": "".binddrift/worktrees/v6.1/include/linux/slab.h"", ""header_file"": "".binddrift/worktrees/v6.1/include/linux/slab.h"", ""line"": 463, ""params"": ""[\""size_t size\"", \""void **p\""]"", ""return_type"": ""static __always_inline void"", ""version_id"": ""v6.1""}","[""size_t size"", ""void **p""]",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-011,rust_binding_uses,v7.0,latest-p020-v7.0-to-HEAD_9207d47f966b,.binddrift/worktrees/v7.0/rust/kernel/pci/id.rs,468,PCI_VENDOR_ID_CHELSIO,"{""binding_symbol"": ""PCI_VENDOR_ID_CHELSIO"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 468, ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/pci/id.rs"", ""version_id"": ""v7.0""}","{""binding_symbol"": ""PCI_VENDOR_ID_CHELSIO"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 468, ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/pci/id.rs"", ""version_id"": ""v7.0""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-3826,rust_binding_uses,v6.1,latest-p001-v6.1-to-v6.2,.binddrift/worktrees/v6.1/rust/kernel/error.rs,12,ENOMEM,"{""binding_symbol"": ""ENOMEM"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 12, ""rust_file"": "".binddrift/worktrees/v6.1/rust/kernel/error.rs"", ""version_id"": ""v6.1""}","{""binding_symbol"": ""ENOMEM"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 12, ""rust_file"": "".binddrift/worktrees/v6.1/rust/kernel/error.rs"", ""version_id"": ""v6.1""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-780,rust_binding_uses,v6.2,latest-p002-v6.2-to-v6.3,.binddrift/worktrees/v6.2/rust/kernel/allocator.rs,61,GFP_KERNEL,"{""binding_symbol"": ""GFP_KERNEL"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 61, ""rust_file"": "".binddrift/worktrees/v6.2/rust/kernel/allocator.rs"", ""version_id"": ""v6.2""}","{""binding_symbol"": ""GFP_KERNEL"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 61, ""rust_file"": "".binddrift/worktrees/v6.2/rust/kernel/allocator.rs"", ""version_id"": ""v6.2""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-2111,rust_binding_uses,v6.3,latest-p003-v6.3-to-v6.4,.binddrift/worktrees/v6.3/rust/kernel/allocator.rs,61,__GFP_ZERO,"{""binding_symbol"": ""__GFP_ZERO"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 61, ""rust_file"": "".binddrift/worktrees/v6.3/rust/kernel/allocator.rs"", ""version_id"": ""v6.3""}","{""binding_symbol"": ""__GFP_ZERO"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 61, ""rust_file"": "".binddrift/worktrees/v6.3/rust/kernel/allocator.rs"", ""version_id"": ""v6.3""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-629,rust_binding_uses,v6.4,latest-p004-v6.4-to-v6.5,.binddrift/worktrees/v6.4/rust/kernel/sync/condvar.rs,134,TASK_INTERRUPTIBLE,"{""binding_symbol"": ""TASK_INTERRUPTIBLE"", ""enclosing_function"": ""CondVar::new"", ""enclosing_impl"": ""CondVar"", ""enclosing_type"": ""CondVar"", ""enclosing_unsafe_block"": 0, ""line"": 134, ""rust_file"": "".binddrift/worktrees/v6.4/rust/kernel/sync/condvar.rs"", ""version_id"": ""v6.4""}","{""binding_symbol"": ""TASK_INTERRUPTIBLE"", ""enclosing_function"": ""CondVar::new"", ""enclosing_impl"": ""CondVar"", ""enclosing_type"": ""CondVar"", ""enclosing_unsafe_block"": 0, ""line"": 134, ""rust_file"": "".binddrift/worktrees/v6.4/rust/kernel/sync/condvar.rs"", ""version_id"": ""v6.4""",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-601,rust_binding_uses,v6.5,latest-p005-v6.5-to-v6.6,.binddrift/worktrees/v6.5/rust/kernel/sync/lock/spinlock.rs,109,spin_lock,"{""binding_symbol"": ""spin_lock"", ""enclosing_function"": ""lock"", ""enclosing_impl"": null, ""enclosing_type"": ""SpinLockBackend"", ""enclosing_unsafe_block"": 1, ""line"": 109, ""rust_file"": "".binddrift/worktrees/v6.5/rust/kernel/sync/lock/spinlock.rs"", ""version_id"": ""v6.5""}","{""binding_symbol"": ""spin_lock"", ""enclosing_function"": ""lock"", ""enclosing_impl"": null, ""enclosing_type"": ""SpinLockBackend"", ""enclosing_unsafe_block"": 1, ""line"": 109, ""rust_file"": "".binddrift/worktrees/v6.5/rust/kernel/sync/lock/spinlock.rs"", ""version_id"": ""v6.5""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-786,rust_binding_uses,v6.6,latest-p006-v6.6-to-v6.7,.binddrift/worktrees/v6.6/rust/kernel/allocator.rs,77,__GFP_ZERO,"{""binding_symbol"": ""__GFP_ZERO"", ""enclosing_function"": ""alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 77, ""rust_file"": "".binddrift/worktrees/v6.6/rust/kernel/allocator.rs"", ""version_id"": ""v6.6""}","{""binding_symbol"": ""__GFP_ZERO"", ""enclosing_function"": ""alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 77, ""rust_file"": "".binddrift/worktrees/v6.6/rust/kernel/allocator.rs"", ""version_id"": ""v6.6""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-378,rust_binding_uses,v6.7,latest-p007-v6.7-to-v6.8,.binddrift/worktrees/v6.7/rust/kernel/allocator.rs,18,gfp_t,"{""binding_symbol"": ""gfp_t"", ""enclosing_function"": ""krealloc_aligned"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 18, ""rust_file"": "".binddrift/worktrees/v6.7/rust/kernel/allocator.rs"", ""version_id"": ""v6.7""}","{""binding_symbol"": ""gfp_t"", ""enclosing_function"": ""krealloc_aligned"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 18, ""rust_file"": "".binddrift/worktrees/v6.7/rust/kernel/allocator.rs"", ""version_id"": ""v6.7""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-184,rust_binding_uses,v6.8,latest-p008-v6.8-to-v6.9,.binddrift/worktrees/v6.8/rust/kernel/net/phy.rs,314,PHY_POLL_CABLE_TEST,"{""binding_symbol"": ""PHY_POLL_CABLE_TEST"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 314, ""rust_file"": "".binddrift/worktrees/v6.8/rust/kernel/net/phy.rs"", ""version_id"": ""v6.8""}","{""binding_symbol"": ""PHY_POLL_CABLE_TEST"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 314, ""rust_file"": "".binddrift/worktrees/v6.8/rust/kernel/net/phy.rs"", ""version_id"": ""v6.8""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-397,rust_binding_uses,v6.9,latest-p009-v6.9-to-v6.10,.binddrift/worktrees/v6.9/rust/kernel/workqueue.rs,659,system_freezable_wq,"{""binding_symbol"": ""system_freezable_wq"", ""enclosing_function"": ""system_freezable"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 659, ""rust_file"": "".binddrift/worktrees/v6.9/rust/kernel/workqueue.rs"", ""version_id"": ""v6.9""}","{""binding_symbol"": ""system_freezable_wq"", ""enclosing_function"": ""system_freezable"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 659, ""rust_file"": "".binddrift/worktrees/v6.9/rust/kernel/workqueue.rs"", ""version_id"": ""v6.9""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-083,rust_binding_uses,v6.10,latest-p010-v6.10-to-v6.11,.binddrift/worktrees/v6.10/rust/kernel/task.rs,24,TASK_NORMAL,"{""binding_symbol"": ""TASK_NORMAL"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 24, ""rust_file"": "".binddrift/worktrees/v6.10/rust/kernel/task.rs"", ""version_id"": ""v6.10""}","{""binding_symbol"": ""TASK_NORMAL"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 24, ""rust_file"": "".binddrift/worktrees/v6.10/rust/kernel/task.rs"", ""version_id"": ""v6.10""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-208,rust_binding_uses,v6.11,latest-p011-v6.11-to-v6.12,.binddrift/worktrees/v6.11/rust/kernel/net/phy.rs,293,genphy_read_lpa,"{""binding_symbol"": ""genphy_read_lpa"", ""enclosing_function"": ""Device::genphy_read_lpa"", ""enclosing_impl"": ""Device"", ""enclosing_type"": ""Device"", ""enclosing_unsafe_block"": 1, ""line"": 293, ""rust_file"": "".binddrift/worktrees/v6.11/rust/kernel/net/phy.rs"", ""version_id"": ""v6.11""}","{""binding_symbol"": ""genphy_read_lpa"", ""enclosing_function"": ""Device::genphy_read_lpa"", ""enclosing_impl"": ""Device"", ""enclosing_type"": ""Device"", ""enclosing_unsafe_block"": 1, ""line"": 293, ""rust_file"": "".binddrift/worktrees/v6.11/rust/kernel/net/phy.rs"", ""version_id"": ""v6.",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-129,rust_binding_uses,v6.12,latest-p012-v6.12-to-v6.13,.binddrift/worktrees/v6.12/rust/kernel/workqueue.rs,573,work_struct,"{""binding_symbol"": ""work_struct"", ""enclosing_function"": ""run"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 573, ""rust_file"": "".binddrift/worktrees/v6.12/rust/kernel/workqueue.rs"", ""version_id"": ""v6.12""}","{""binding_symbol"": ""work_struct"", ""enclosing_function"": ""run"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 573, ""rust_file"": "".binddrift/worktrees/v6.12/rust/kernel/workqueue.rs"", ""version_id"": ""v6.12""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-132,rust_binding_uses,v6.13,latest-p013-v6.13-to-v6.14,.binddrift/worktrees/v6.13/rust/kernel/cred.rs,83,put_cred,"{""binding_symbol"": ""put_cred"", ""enclosing_function"": ""dec_ref"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 83, ""rust_file"": "".binddrift/worktrees/v6.13/rust/kernel/cred.rs"", ""version_id"": ""v6.13""}","{""binding_symbol"": ""put_cred"", ""enclosing_function"": ""dec_ref"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 83, ""rust_file"": "".binddrift/worktrees/v6.13/rust/kernel/cred.rs"", ""version_id"": ""v6.13""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-185,rust_binding_uses,v6.14,latest-p014-v6.14-to-v6.15,.binddrift/worktrees/v6.14/rust/kernel/net/phy.rs,117,phy_state_PHY_NOLINK,"{""binding_symbol"": ""phy_state_PHY_NOLINK"", ""enclosing_function"": ""Device::state"", ""enclosing_impl"": ""Device"", ""enclosing_type"": ""Device"", ""enclosing_unsafe_block"": 0, ""line"": 117, ""rust_file"": "".binddrift/worktrees/v6.14/rust/kernel/net/phy.rs"", ""version_id"": ""v6.14""}","{""binding_symbol"": ""phy_state_PHY_NOLINK"", ""enclosing_function"": ""Device::state"", ""enclosing_impl"": ""Device"", ""enclosing_type"": ""Device"", ""enclosing_unsafe_block"": 0, ""line"": 117, ""rust_file"": "".binddrift/worktrees/v6.14/rust/kernel/net/phy.rs"", ""version_id"": ""v6.14""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-101,rust_binding_uses,v6.15,latest-p015-v6.15-to-v6.16,.binddrift/worktrees/v6.15/rust/kernel/security.rs,29,lsm_context,"{""binding_symbol"": ""lsm_context"", ""enclosing_function"": ""SecurityCtx::from_secid"", ""enclosing_impl"": ""SecurityCtx"", ""enclosing_type"": ""SecurityCtx"", ""enclosing_unsafe_block"": 1, ""line"": 29, ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/security.rs"", ""version_id"": ""v6.15""}","{""binding_symbol"": ""lsm_context"", ""enclosing_function"": ""SecurityCtx::from_secid"", ""enclosing_impl"": ""SecurityCtx"", ""enclosing_type"": ""SecurityCtx"", ""enclosing_unsafe_block"": 1, ""line"": 29, ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/security.rs"", ""version_id""",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-020,rust_binding_uses,v6.16,latest-p016-v6.16-to-v6.17,.binddrift/worktrees/v6.16/rust/kernel/rbtree.rs,493,rb_next_postorder,"{""binding_symbol"": ""rb_next_postorder"", ""enclosing_function"": ""drop"", ""enclosing_impl"": ""RBTree<K, V>"", ""enclosing_type"": ""RBTree<K, V>"", ""enclosing_unsafe_block"": 1, ""line"": 493, ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/rbtree.rs"", ""version_id"": ""v6.16""}","{""binding_symbol"": ""rb_next_postorder"", ""enclosing_function"": ""drop"", ""enclosing_impl"": ""RBTree<K, V>"", ""enclosing_type"": ""RBTree<K, V>"", ""enclosing_unsafe_block"": 1, ""line"": 493, ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/rbtree.rs"", ""version_id"": ""v6.16""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-037,rust_binding_uses,v6.17,latest-p017-v6.17-to-v6.18,.binddrift/worktrees/v6.17/rust/kernel/workqueue.rs,1001,system_power_efficient_wq,"{""binding_symbol"": ""system_power_efficient_wq"", ""enclosing_function"": ""system_power_efficient"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 1001, ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/workqueue.rs"", ""version_id"": ""v6.17""}","{""binding_symbol"": ""system_power_efficient_wq"", ""enclosing_function"": ""system_power_efficient"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 1001, ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/workqueue.rs"", ""version_id"": ",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-038,rust_binding_uses,v6.18,latest-p018-v6.18-to-v6.19,.binddrift/worktrees/v6.18/rust/kernel/processor.rs,13,cpu_relax,"{""binding_symbol"": ""cpu_relax"", ""enclosing_function"": ""cpu_relax"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 13, ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/processor.rs"", ""version_id"": ""v6.18""}","{""binding_symbol"": ""cpu_relax"", ""enclosing_function"": ""cpu_relax"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 13, ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/processor.rs"", ""version_id"": ""v6.18""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-015,rust_binding_uses,v6.19,latest-p019-v6.19-to-v7.0,.binddrift/worktrees/v6.19/rust/kernel/rbtree.rs,209,rb_first,"{""binding_symbol"": ""rb_first"", ""enclosing_function"": ""RBTree<K, V>::iter"", ""enclosing_impl"": ""RBTree<K, V>"", ""enclosing_type"": ""RBTree<K, V>"", ""enclosing_unsafe_block"": 1, ""line"": 209, ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/rbtree.rs"", ""version_id"": ""v6.19""}","{""binding_symbol"": ""rb_first"", ""enclosing_function"": ""RBTree<K, V>::iter"", ""enclosing_impl"": ""RBTree<K, V>"", ""enclosing_type"": ""RBTree<K, V>"", ""enclosing_unsafe_block"": 1, ""line"": 209, ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/rbtree.rs"", ""version_id"": ""v6.1",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-022,rust_binding_uses,v7.0,latest-p020-v7.0-to-HEAD_9207d47f966b,.binddrift/worktrees/v7.0/rust/kernel/mm/virt.rs,468,VM_NOHUGEPAGE,"{""binding_symbol"": ""VM_NOHUGEPAGE"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 468, ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/mm/virt.rs"", ""version_id"": ""v7.0""}","{""binding_symbol"": ""VM_NOHUGEPAGE"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 0, ""line"": 468, ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/mm/virt.rs"", ""version_id"": ""v7.0""}",NEGATIVE_CONTROL,BINDING_USE_OUTSIDE_UNSAFE_BLOCK,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:BINDING_USE_OUTSIDE_UNSAFE_BLOCK; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_binding_uses-4702,rust_binding_uses,v6.1,latest-p001-v6.1-to-v6.2,.binddrift/worktrees/v6.1/rust/kernel/allocator.rs,61,GFP_KERNEL,"{""binding_symbol"": ""GFP_KERNEL"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 61, ""rust_file"": "".binddrift/worktrees/v6.1/rust/kernel/allocator.rs"", ""version_id"": ""v6.1""}","{""binding_symbol"": ""GFP_KERNEL"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 61, ""rust_file"": "".binddrift/worktrees/v6.1/rust/kernel/allocator.rs"", ""version_id"": ""v6.1""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-864,rust_binding_uses,v6.2,latest-p002-v6.2-to-v6.3,.binddrift/worktrees/v6.2/rust/kernel/print.rs,107,_printk,"{""binding_symbol"": ""_printk"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 107, ""rust_file"": "".binddrift/worktrees/v6.2/rust/kernel/print.rs"", ""version_id"": ""v6.2""}","{""binding_symbol"": ""_printk"", ""enclosing_function"": null, ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 107, ""rust_file"": "".binddrift/worktrees/v6.2/rust/kernel/print.rs"", ""version_id"": ""v6.2""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-2345,rust_binding_uses,v6.3,latest-p003-v6.3-to-v6.4,.binddrift/worktrees/v6.3/rust/kernel/sync/arc.rs,255,refcount_dec_and_test,"{""binding_symbol"": ""refcount_dec_and_test"", ""enclosing_function"": ""drop"", ""enclosing_impl"": ""Arc<T>"", ""enclosing_type"": ""Arc<T>"", ""enclosing_unsafe_block"": 1, ""line"": 255, ""rust_file"": "".binddrift/worktrees/v6.3/rust/kernel/sync/arc.rs"", ""version_id"": ""v6.3""}","{""binding_symbol"": ""refcount_dec_and_test"", ""enclosing_function"": ""drop"", ""enclosing_impl"": ""Arc<T>"", ""enclosing_type"": ""Arc<T>"", ""enclosing_unsafe_block"": 1, ""line"": 255, ""rust_file"": "".binddrift/worktrees/v6.3/rust/kernel/sync/arc.rs"", ""version_id"": ""v6.3""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_binding_uses-804,rust_binding_uses,v6.4,latest-p004-v6.4-to-v6.5,.binddrift/worktrees/v6.4/rust/kernel/allocator.rs,58,krealloc,"{""binding_symbol"": ""krealloc"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 58, ""rust_file"": "".binddrift/worktrees/v6.4/rust/kernel/allocator.rs"", ""version_id"": ""v6.4""}","{""binding_symbol"": ""krealloc"", ""enclosing_function"": ""__rust_alloc_zeroed"", ""enclosing_impl"": null, ""enclosing_type"": null, ""enclosing_unsafe_block"": 1, ""line"": 58, ""rust_file"": "".binddrift/worktrees/v6.4/rust/kernel/allocator.rs"", ""version_id"": ""v6.4""}",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
