precision_id,extractor_name,source_table,version,file,line,symbol,extracted_fact,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,error_category
c-struct-field-0036,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.group_orientation,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""group_orientation"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0037,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.group_token,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""group_token"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0038,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.group_position,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""group_position"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0039,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.bay,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""bay"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0040,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.ejectable,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""ejectable"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0041,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.ospm_eject_required,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""ospm_eject_required"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0042,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.cabinet_number,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""cabinet_number"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0043,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.card_cage_number,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""card_cage_number"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0044,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.reference,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""reference"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0045,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.rotation,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""rotation"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0046,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.order,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""order"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
c-struct-field-0047,c_struct_fields,c_structs,6d35786de281,vendor/linux/include/acpi/acbuffer.h,77,acpi_pld_info.reserved,"{""align"": null, ""c_type"": ""acpi_pld_info"", ""field_name"": ""reserved"", ""field_type"": ""u8"", ""fields"": ""[{\""name\"": \""revision\"", \""type\"": \""u8\""}, {\""name\"": \""ignore_color\"", \""type\"": \""u8\""}, {\""name\"": \""red\"", \""type\"": \""u8\""}, {\""name\"": \""green\"", \""type\"": \""u8\""}, {\""name\"": \""blue\"", \""type\"": \""u8\""}, {\""name\"": \""width\"", \""type\"": \""u16\""}, {\""name\"": \""height\"", \""type\"": \""u16\""}, {\""name\"": \""user_visible\"", \""type\"": \""u8\""}, {\""name\"": \""dock\"", \""type\"": \""u8\""}, {\""name\"": \""lid\"", \""type\"": \""u8\""}, {\""name\"": \""panel\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_position\"", \""type\"": \""u8\""}, {\""name\"": \""horizontal_position\"", \""type\"": \""u8\""}, {\""name\"": \""shape\"", \""type\"": \""u8\""}, {\""name\"": \""group_orientation\"", \""type\"": \""u8\""}, {\""name\"": \""group_token\"", \""type\"": \""u8\""}, {\""name\"": \""group_position\"", \""type\"": \""u8\""}, {\""name\"": \""bay\"", \""type\"": \""u8\""}, {\""name\"": \""ejectable\"", \""type\"": \""u8\""}, {\""name\"": \""ospm_eject_required\"", \""type\"": \""u8\""}, {\""name\"": \""cabinet_number\"", \""type\"": \""u8\""}, {\""name\"": \""card_cage_number\"", \""type\"": \""u8\""}, {\""name\"": \""reference\"", \""type\"": \""u8\""}, {\""name\"": \""rotation\"", \""type\"": \""u8\""}, {\""name\"": \""order\"", \""type\"": \""u8\""}, {\""name\"": \""reserved\"", \""type\"": \""u8\""}, {\""name\"": \""vertical_offset\"", \""type\"": \""u16\""}, {\""name\"": \""horizontal_offset\"", \""type\"": \""u16\""}]"", ""header_file"": ""vendor/linux/include/acpi/acbuffer.h"", ""line"": 77, ""size"": null, ""version_id"": ""6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
